,Vol,De,arrival_real_date_planed,arrival_real_date_time_planed,arrival_real_date_time,month,hour,weekday,quarter,delay_in_minutes,duration_in_minutes,is_late
25048,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-07,2019-09-07 07:57:00,2019-09-07 08:10:00,9,7,5,3,13.0,111.0,1
25049,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2019-09-07,2019-09-07 08:05:00,2019-09-07 08:13:00,9,8,5,3,8.0,53.0,1
25052,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2019-09-07,2019-09-07 09:25:00,2019-09-07 09:06:00,9,9,5,3,-19.0,116.0,0
25053,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-07,2019-09-07 09:46:00,2019-09-07 09:26:00,9,9,5,3,-20.0,211.0,0
25055,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2019-09-07,2019-09-07 12:02:00,2019-09-07 11:59:00,9,12,5,3,-3.0,130.0,0
25057,S6301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2019-09-07,2019-09-07 12:30:00,2019-09-07 12:01:00,9,12,5,3,-29.0,46.0,0
25058,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-07,2019-09-07 12:40:00,2019-09-07 12:30:00,9,12,5,3,-10.0,116.0,0
25059,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-07,2019-09-07 12:49:00,2019-09-07 12:45:00,9,12,5,3,-4.0,221.0,0
25060,S6305 KSZ305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2019-09-07,2019-09-07 13:15:00,2019-09-07 12:28:00,9,13,5,3,-47.0,88.0,0
25061,II703 CSQ703 IBC Airways (II / CSQ),Miami (MIA / KMIA),2019-09-07,2019-09-07 14:25:00,2019-09-07 14:27:00,9,14,5,3,2.0,166.0,1
25063,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2019-09-07,2019-09-07 14:29:00,2019-09-07 14:19:00,9,14,5,3,-10.0,180.0,0
25064,UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2019-09-07,2019-09-07 07:00:00,2019-09-07 08:43:00,9,7,5,3,103.0,118.0,1
25065,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-07,2019-09-07 07:57:00,2019-09-07 08:10:00,9,7,5,3,13.0,111.0,1
25066,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2019-09-07,2019-09-07 08:05:00,2019-09-07 08:13:00,9,8,5,3,8.0,53.0,1
25069,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2019-09-07,2019-09-07 09:25:00,2019-09-07 09:06:00,9,9,5,3,-19.0,116.0,0
25070,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-07,2019-09-07 09:46:00,2019-09-07 09:26:00,9,9,5,3,-20.0,211.0,0
25072,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2019-09-07,2019-09-07 12:02:00,2019-09-07 11:59:00,9,12,5,3,-3.0,130.0,0
25073,S6301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2019-09-07,2019-09-07 12:30:00,2019-09-07 12:01:00,9,12,5,3,-29.0,46.0,0
25075,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-07,2019-09-07 12:40:00,2019-09-07 12:30:00,9,12,5,3,-10.0,116.0,0
25076,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-07,2019-09-07 12:49:00,2019-09-07 12:45:00,9,12,5,3,-4.0,221.0,0
25077,S6305 KSZ305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2019-09-07,2019-09-07 13:15:00,2019-09-07 12:28:00,9,13,5,3,-47.0,88.0,0
25078,II703 CSQ703 IBC Airways (II / CSQ),Miami (MIA / KMIA),2019-09-07,2019-09-07 14:25:00,2019-09-07 14:27:00,9,14,5,3,2.0,166.0,1
25079,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2019-09-07,2019-09-07 14:29:00,2019-09-07 14:19:00,9,14,5,3,-10.0,180.0,0
25081,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2019-09-07,2019-09-07 14:31:00,2019-09-07 15:03:00,9,14,5,3,32.0,246.0,1
25082,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2019-09-07,2019-09-07 16:00:00,2019-09-07 16:00:00,9,16,5,3,0.0,133.0,0
25083,AF620 AFR620 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2019-09-07,2019-09-07 16:15:00,2019-09-07 16:01:00,9,16,5,3,-14.0,106.0,0
25085,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-07,2019-09-07 17:51:00,2019-09-07 17:54:00,9,17,5,3,3.0,114.0,1
25087,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-08,2019-09-08 07:57:00,2019-09-08 08:05:00,9,7,6,3,8.0,110.0,1
25088,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2019-09-08,2019-09-08 09:25:00,2019-09-08 09:17:00,9,9,6,3,-8.0,113.0,0
25089,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-08,2019-09-08 09:46:00,2019-09-08 09:26:00,9,9,6,3,-20.0,211.0,0
25090,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-08,2019-09-08 12:40:00,2019-09-08 12:29:00,9,12,6,3,-11.0,119.0,0
25091,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-08,2019-09-08 12:49:00,2019-09-08 12:39:00,9,12,6,3,-10.0,219.0,0
25094,9Q601 Caicos Express Airways (9Q / CXE),Providenciales (PLS / MBPV),2019-09-08,2019-09-08 13:15:00,2019-09-08 12:37:00,9,13,6,3,-38.0,68.0,0
25095,TX556 FWI56Y Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2019-09-08,2019-09-08 13:20:00,2019-09-08 12:54:00,9,13,6,3,-26.0,539.0,0
25096,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2019-09-08,2019-09-08 14:29:00,2019-09-08 14:18:00,9,14,6,3,-11.0,184.0,0
25097,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2019-09-08,2019-09-08 16:00:00,2019-09-08 16:15:00,9,16,6,3,15.0,132.0,1
25099,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-08,2019-09-08 17:51:00,2019-09-08 17:53:00,9,17,6,3,2.0,109.0,1
25100,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-08,2019-09-08 07:57:00,2019-09-08 08:05:00,9,7,6,3,8.0,110.0,1
25101,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2019-09-08,2019-09-08 09:25:00,2019-09-08 09:17:00,9,9,6,3,-8.0,113.0,0
25102,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-08,2019-09-08 09:46:00,2019-09-08 09:26:00,9,9,6,3,-20.0,211.0,0
25103,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-08,2019-09-08 12:40:00,2019-09-08 12:29:00,9,12,6,3,-11.0,119.0,0
25105,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-08,2019-09-08 12:49:00,2019-09-08 12:39:00,9,12,6,3,-10.0,219.0,0
25107,9Q601 Caicos Express Airways (9Q / CXE),Providenciales (PLS / MBPV),2019-09-08,2019-09-08 13:15:00,2019-09-08 12:37:00,9,13,6,3,-38.0,68.0,0
25108,TX556 FWI56Y Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2019-09-08,2019-09-08 13:20:00,2019-09-08 12:54:00,9,13,6,3,-26.0,539.0,0
25109,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2019-09-08,2019-09-08 14:29:00,2019-09-08 14:18:00,9,14,6,3,-11.0,184.0,0
25111,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2019-09-08,2019-09-08 16:00:00,2019-09-08 16:15:00,9,16,6,3,15.0,132.0,1
25112,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-08,2019-09-08 17:51:00,2019-09-08 17:53:00,9,17,6,3,2.0,109.0,1
25113,AF618 AFR618 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2019-09-08,2019-09-08 18:20:00,2019-09-08 18:24:00,9,18,6,3,4.0,116.0,1
25114,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-09,2019-09-09 07:57:00,2019-09-09 08:03:00,9,7,0,3,6.0,118.0,1
25115,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2019-09-09,2019-09-09 08:05:00,2019-09-09 08:10:00,9,8,0,3,5.0,50.0,1
25117,Y2131 Air Century (Y2 / CEY),Santo Domingo (JBQ / MDJB),2019-09-09,2019-09-09 08:30:00,2019-09-09 08:04:00,9,8,0,3,-26.0,19.0,0
25119,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2019-09-09,2019-09-09 09:25:00,2019-09-09 09:08:00,9,9,0,3,-17.0,94.0,0
25120,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-09,2019-09-09 09:46:00,2019-09-09 10:00:00,9,9,0,3,14.0,232.0,1
25121,CU244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),2019-09-09,2019-09-09 09:50:00,2019-09-09 10:01:00,9,9,0,3,11.0,91.0,1
25123,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2019-09-09,2019-09-09 11:00:00,2019-09-09 10:54:00,9,11,0,3,-6.0,112.0,0
25124,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2019-09-09,2019-09-09 11:10:00,2019-09-09 10:56:00,9,11,0,3,-14.0,26.0,0
25125,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-09,2019-09-09 12:40:00,2019-09-09 12:24:00,9,12,0,3,-16.0,113.0,0
25126,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-09,2019-09-09 12:49:00,2019-09-09 12:52:00,9,12,0,3,3.0,240.0,1
25127,S63305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2019-09-09,2019-09-09 13:15:00,2019-09-09 12:56:00,9,13,0,3,-19.0,173.0,0
25129,S6303 KSZ303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2019-09-09,2019-09-09 13:30:00,2019-09-09 12:28:00,9,13,0,3,-62.0,127.0,0
25130,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2019-09-09,2019-09-09 14:29:00,2019-09-09 14:12:00,9,14,0,3,-17.0,169.0,0
25131,WM809 Winair (WM / WIA),Sint Maarten (SXM / TNCM),2019-09-09,2019-09-09 15:15:00,2019-09-09 14:10:00,9,15,0,3,-65.0,221.0,0
25132,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2019-09-09,2019-09-09 16:00:00,2019-09-09 15:58:00,9,16,0,3,-2.0,134.0,0
25135,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-09,2019-09-09 17:51:00,2019-09-09 17:48:00,9,17,0,3,-3.0,122.0,0
25136,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-09,2019-09-09 07:57:00,2019-09-09 08:03:00,9,7,0,3,6.0,118.0,1
25137,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2019-09-09,2019-09-09 08:05:00,2019-09-09 08:10:00,9,8,0,3,5.0,50.0,1
25138,Y2131 Air Century (Y2 / CEY),Santo Domingo (JBQ / MDJB),2019-09-09,2019-09-09 08:30:00,2019-09-09 08:04:00,9,8,0,3,-26.0,19.0,0
25141,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2019-09-09,2019-09-09 09:25:00,2019-09-09 09:08:00,9,9,0,3,-17.0,94.0,0
25142,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-09,2019-09-09 09:46:00,2019-09-09 10:00:00,9,9,0,3,14.0,232.0,1
25143,CU244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),2019-09-09,2019-09-09 09:50:00,2019-09-09 10:01:00,9,9,0,3,11.0,91.0,1
25144,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2019-09-09,2019-09-09 11:00:00,2019-09-09 10:54:00,9,11,0,3,-6.0,112.0,0
25145,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2019-09-09,2019-09-09 11:10:00,2019-09-09 10:56:00,9,11,0,3,-14.0,26.0,0
25147,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-09,2019-09-09 12:40:00,2019-09-09 12:24:00,9,12,0,3,-16.0,113.0,0
25148,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-09,2019-09-09 12:49:00,2019-09-09 12:52:00,9,12,0,3,3.0,240.0,1
25149,S63305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2019-09-09,2019-09-09 13:15:00,2019-09-09 12:56:00,9,13,0,3,-19.0,173.0,0
25150,S6303 KSZ303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2019-09-09,2019-09-09 13:30:00,2019-09-09 12:28:00,9,13,0,3,-62.0,127.0,0
25151,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2019-09-09,2019-09-09 14:29:00,2019-09-09 14:12:00,9,14,0,3,-17.0,169.0,0
25153,WM809 Winair (WM / WIA),Sint Maarten (SXM / TNCM),2019-09-09,2019-09-09 15:15:00,2019-09-09 14:10:00,9,15,0,3,-65.0,221.0,0
25154,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2019-09-09,2019-09-09 16:00:00,2019-09-09 15:58:00,9,16,0,3,-2.0,134.0,0
25156,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-09,2019-09-09 17:51:00,2019-09-09 17:48:00,9,17,0,3,-3.0,122.0,0
25157,S6309 KSZ309 Flag of Haiti Sunrise Airways (S6 / KSZ),Holguin (HOG / MUHG),2019-09-09,2019-09-09 17:55:00,2019-09-09 17:07:00,9,17,0,3,-48.0,485.0,0
25159,AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2019-09-09,2019-09-09 18:20:00,2019-09-09 18:16:00,9,18,0,3,-4.0,116.0,0
25160,S6301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2019-09-09,2019-09-09 18:30:00,2019-09-09 18:30:00,9,18,0,3,0.0,75.0,0
25161,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-10,2019-09-10 07:57:00,2019-09-10 07:47:00,9,7,1,3,-10.0,106.0,0
25162,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-10,2019-09-10 09:46:00,2019-09-10 09:33:00,9,9,1,3,-13.0,207.0,0
25163,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2019-09-10,2019-09-10 12:02:00,2019-09-10 11:52:00,9,12,1,3,-10.0,132.0,0
25165,S6301 KSZ301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2019-09-10,2019-09-10 12:30:00,2019-09-10 11:30:00,9,12,1,3,-60.0,15.0,0
25166,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-10,2019-09-10 12:40:00,2019-09-10 12:36:00,9,12,1,3,-4.0,121.0,0
25167,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-10,2019-09-10 12:49:00,2019-09-10 13:21:00,9,12,1,3,32.0,262.0,1
25168,JY216 IWY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),2019-09-10,2019-09-10 13:00:00,2019-09-10 12:51:00,9,13,1,3,-9.0,57.0,0
25169,TX556 FWI56Y Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2019-09-10,2019-09-10 13:00:00,2019-09-10 15:03:00,9,13,1,3,123.0,521.0,1
25171,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2019-09-10,2019-09-10 14:31:00,2019-09-10 14:37:00,9,14,1,3,6.0,244.0,1
25172,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-10,2019-09-10 07:57:00,2019-09-10 07:47:00,9,7,1,3,-10.0,106.0,0
25173,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-10,2019-09-10 09:46:00,2019-09-10 09:33:00,9,9,1,3,-13.0,207.0,0
25174,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2019-09-10,2019-09-10 12:02:00,2019-09-10 11:52:00,9,12,1,3,-10.0,132.0,0
25175,S6301 KSZ301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2019-09-10,2019-09-10 12:30:00,2019-09-10 11:30:00,9,12,1,3,-60.0,15.0,0
25177,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-10,2019-09-10 12:40:00,2019-09-10 12:36:00,9,12,1,3,-4.0,121.0,0
25178,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-10,2019-09-10 12:49:00,2019-09-10 13:21:00,9,12,1,3,32.0,262.0,1
25179,JY216 IWY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),2019-09-10,2019-09-10 13:00:00,2019-09-10 12:51:00,9,13,1,3,-9.0,57.0,0
25180,TX556 FWI56Y Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2019-09-10,2019-09-10 13:00:00,2019-09-10 15:03:00,9,13,1,3,123.0,521.0,1
25181,B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),2019-09-10,2019-09-10 14:31:00,2019-09-10 14:37:00,9,14,1,3,6.0,244.0,1
25183,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-10,2019-09-10 17:51:00,2019-09-10 17:55:00,9,17,1,3,4.0,120.0,1
25185,UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2019-09-11,2019-09-11 07:00:00,2019-09-11 09:01:00,9,7,2,3,121.0,120.0,1
25186,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-11,2019-09-11 07:57:00,2019-09-11 08:09:00,9,7,2,3,12.0,112.0,1
25187,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2019-09-11,2019-09-11 08:05:00,2019-09-11 08:07:00,9,8,2,3,2.0,47.0,1
25189,Y2131 Air Century (Y2 / CEY),Santo Domingo (JBQ / MDJB),2019-09-11,2019-09-11 08:30:00,2019-09-11 08:12:00,9,8,2,3,-18.0,27.0,0
25191,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-11,2019-09-11 09:46:00,2019-09-11 09:36:00,9,9,2,3,-10.0,212.0,0
25192,AF620 AFR620 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2019-09-11,2019-09-11 11:00:00,2019-09-11 10:45:00,9,11,2,3,-15.0,111.0,0
25193,S6301 KSZ301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2019-09-11,2019-09-11 12:00:00,2019-09-11 10:50:00,9,12,2,3,-70.0,5.0,0
25195,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2019-09-11,2019-09-11 12:02:00,2019-09-11 11:46:00,9,12,2,3,-16.0,123.0,0
25196,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-11,2019-09-11 12:40:00,2019-09-11 12:53:00,9,12,2,3,13.0,137.0,1
25197,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-11,2019-09-11 12:49:00,2019-09-11 13:05:00,9,12,2,3,16.0,210.0,1
25198,S6303 KSZ303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2019-09-11,2019-09-11 13:30:00,2019-09-11 15:30:00,9,13,2,3,120.0,314.0,1
25199,TS664 TSC664 Air Transat (TS / TSC),Montreal (YUL / CYUL),2019-09-11,2019-09-11 14:30:00,2019-09-11 14:26:00,9,14,2,3,-4.0,253.0,0
25202,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-11,2019-09-11 17:51:00,2019-09-11 17:44:00,9,17,2,3,-7.0,114.0,0
25203,S6305 KSZ305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2019-09-11,2019-09-11 18:20:00,2019-09-11 21:22:00,9,18,2,3,182.0,317.0,1
25204,UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2019-09-11,2019-09-11 07:00:00,2019-09-11 09:01:00,9,7,2,3,121.0,120.0,1
25205,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-11,2019-09-11 07:57:00,2019-09-11 08:09:00,9,7,2,3,12.0,112.0,1
25206,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2019-09-11,2019-09-11 08:05:00,2019-09-11 08:07:00,9,8,2,3,2.0,47.0,1
25207,Y2131 Air Century (Y2 / CEY),Santo Domingo (JBQ / MDJB),2019-09-11,2019-09-11 08:30:00,2019-09-11 08:12:00,9,8,2,3,-18.0,27.0,0
25210,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-11,2019-09-11 09:46:00,2019-09-11 09:36:00,9,9,2,3,-10.0,212.0,0
25211,AF620 AFR620 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2019-09-11,2019-09-11 11:00:00,2019-09-11 10:45:00,9,11,2,3,-15.0,111.0,0
25212,S6301 KSZ301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),2019-09-11,2019-09-11 12:00:00,2019-09-11 10:50:00,9,12,2,3,-70.0,5.0,0
25213,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2019-09-11,2019-09-11 12:02:00,2019-09-11 11:46:00,9,12,2,3,-16.0,123.0,0
25215,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-11,2019-09-11 12:40:00,2019-09-11 12:53:00,9,12,2,3,13.0,137.0,1
25216,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-11,2019-09-11 12:49:00,2019-09-11 13:05:00,9,12,2,3,16.0,210.0,1
25217,S6303 KSZ303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2019-09-11,2019-09-11 13:30:00,2019-09-11 15:30:00,9,13,2,3,120.0,314.0,1
25218,TS664 TSC664 Air Transat (TS / TSC),Montreal (YUL / CYUL),2019-09-11,2019-09-11 14:30:00,2019-09-11 14:26:00,9,14,2,3,-4.0,253.0,0
25221,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-11,2019-09-11 17:51:00,2019-09-11 17:44:00,9,17,2,3,-7.0,114.0,0
25222,S6305 KSZ305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2019-09-11,2019-09-11 18:20:00,2019-09-11 21:22:00,9,18,2,3,182.0,317.0,1
25223,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-12,2019-09-12 07:57:00,2019-09-12 08:01:00,9,7,3,3,4.0,121.0,1
25224,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2019-09-12,2019-09-12 09:25:00,2019-09-12 09:07:00,9,9,3,3,-18.0,114.0,0
25225,M6835 AJT835 Amerijet International (M6 / AJT),Miami (MIA / KMIA),2019-09-12,2019-09-12 09:36:00,2019-09-12 09:35:00,9,9,3,3,-1.0,92.0,0
25227,B6935 JBU935 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-12,2019-09-12 09:46:00,2019-09-12 13:15:00,9,9,3,3,209.0,233.0,1
25228,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2019-09-12,2019-09-12 12:02:00,2019-09-12 11:55:00,9,12,3,3,-7.0,132.0,0
25229,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2019-09-12,2019-09-12 12:40:00,2019-09-12 12:29:00,9,12,3,3,-11.0,107.0,0
25230,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2019-09-12,2019-09-12 12:49:00,2019-09-12 12:57:00,9,12,3,3,8.0,229.0,1
25231,S63305 KSZ3305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2019-09-12,2019-09-12 13:15:00,2019-09-12 12:40:00,9,13,3,3,-35.0,159.0,0
25233,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2019-09-12,2019-09-12 14:29:00,2019-09-12 14:09:00,9,14,3,3,-20.0,175.0,0
25234,B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),2019-09-12,2019-09-12 16:00:00,2019-09-12 16:13:00,9,16,3,3,13.0,135.0,1
25235,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-12,2019-09-12 17:51:00,2019-09-12 17:49:00,9,17,3,3,-2.0,122.0,0
25236,AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),2019-09-12,2019-09-12 18:20:00,2019-09-12 18:20:00,9,18,3,3,0.0,120.0,0
25237,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2019-09-12,2019-09-12 07:57:00,2019-09-12 08:01:00,9,7,3,3,4.0,121.0,1
25238,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2019-09-12,2019-09-12 09:25:00,2019-09-12 09:07:00,9,9,3,3,-18.0,114.0,0
