,Vol,De,arrival_real_date_planed,arrival_real_date_time_planed,arrival_real_date_time,month,hour,weekday,quarter,delay_in_minutes,duration_in_minutes,is_late
0,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 07:48:00,2017-10-01 07:54:00,10,7,6,4,6.0,97.0,1
1,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 07:48:00,2017-10-01 07:54:00,10,7,6,4,6.0,97.0,1
2,S6200 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (SDQ / MDSD),2017-10-01,2017-10-01 08:00:00,2017-10-01 08:00:00,10,8,6,4,0.0,45.0,0
3,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 08:02:00,2017-10-01 07:46:00,10,8,6,4,-16.0,96.0,0
5,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 08:02:00,2017-10-01 07:46:00,10,8,6,4,-16.0,96.0,0
6,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-01,2017-10-01 08:17:00,2017-10-01 08:17:00,10,8,6,4,0.0,47.0,0
7,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-01,2017-10-01 08:30:00,2017-10-01 08:30:00,10,8,6,4,0.0,30.0,0
8,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-01,2017-10-01 09:00:00,2017-10-01 09:00:00,10,9,6,4,0.0,45.0,0
9,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 09:11:00,2017-10-01 08:48:00,10,9,6,4,-23.0,95.0,0
11,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 09:11:00,2017-10-01 08:48:00,10,9,6,4,-23.0,95.0,0
12,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-01,2017-10-01 09:20:00,2017-10-01 09:01:00,10,9,6,4,-19.0,96.0,0
13,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-01,2017-10-01 09:20:00,2017-10-01 09:01:00,10,9,6,4,-19.0,96.0,0
14,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-01,2017-10-01 11:09:00,2017-10-01 11:17:00,10,11,6,4,8.0,220.0,1
15,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-01,2017-10-01 11:09:00,2017-10-01 11:17:00,10,11,6,4,8.0,220.0,1
17,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-01,2017-10-01 11:10:00,2017-10-01 10:55:00,10,11,6,4,-15.0,210.0,0
18,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-01,2017-10-01 11:10:00,2017-10-01 10:55:00,10,11,6,4,-15.0,210.0,0
19,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-01,2017-10-01 12:59:00,2017-10-01 13:04:00,10,12,6,4,5.0,99.0,1
20,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-01,2017-10-01 12:59:00,2017-10-01 13:04:00,10,12,6,4,5.0,99.0,1
21,JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),2017-10-01,2017-10-01 13:10:00,2017-10-01 13:10:00,10,13,6,4,0.0,64.0,0
23,TX556 FWI556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2017-10-01,2017-10-01 13:15:00,2017-10-01 13:15:00,10,13,6,4,0.0,530.0,0
24,9Q601 Caicos Express Airways (9Q / CXE),Providenciales (PLS / MBPV),2017-10-01,2017-10-01 13:15:00,2017-10-01 13:15:00,10,13,6,4,0.0,75.0,0
25,TX556 FWI556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),2017-10-01,2017-10-01 13:15:00,2017-10-01 13:15:00,10,13,6,4,0.0,530.0,0
26,S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-01,2017-10-01 13:30:00,2017-10-01 13:30:00,10,13,6,4,0.0,30.0,0
27,S6305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2017-10-01,2017-10-01 14:00:00,2017-10-01 14:00:00,10,14,6,4,0.0,120.0,0
29,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2017-10-01,2017-10-01 14:35:00,2017-10-01 14:26:00,10,14,6,4,-9.0,161.0,0
30,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2017-10-01,2017-10-01 14:35:00,2017-10-01 14:26:00,10,14,6,4,-9.0,161.0,0
31,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 15:52:00,2017-10-01 15:49:00,10,15,6,4,-3.0,99.0,0
32,B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 15:52:00,2017-10-01 15:49:00,10,15,6,4,-3.0,99.0,0
33,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 16:35:00,2017-10-01 16:18:00,10,16,6,4,-17.0,99.0,0
35,AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-01,2017-10-01 16:35:00,2017-10-01 16:18:00,10,16,6,4,-17.0,99.0,0
36,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-02,2017-10-02 07:48:00,2017-10-02 07:52:00,10,7,0,4,4.0,98.0,1
37,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-02,2017-10-02 07:48:00,2017-10-02 07:52:00,10,7,0,4,4.0,98.0,1
38,S6200 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (SDQ / MDSD),2017-10-02,2017-10-02 08:00:00,2017-10-02 08:00:00,10,8,0,4,0.0,45.0,0
39,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-02,2017-10-02 08:02:00,2017-10-02 07:44:00,10,8,0,4,-18.0,94.0,0
41,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-02,2017-10-02 08:02:00,2017-10-02 07:44:00,10,8,0,4,-18.0,94.0,0
42,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-02,2017-10-02 08:17:00,2017-10-02 08:17:00,10,8,0,4,0.0,47.0,0
43,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-02,2017-10-02 08:30:00,2017-10-02 08:30:00,10,8,0,4,0.0,30.0,0
44,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-02,2017-10-02 09:00:00,2017-10-02 09:00:00,10,9,0,4,0.0,45.0,0
45,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-02,2017-10-02 09:11:00,2017-10-02 08:44:00,10,9,0,4,-27.0,93.0,0
47,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-02,2017-10-02 09:11:00,2017-10-02 08:44:00,10,9,0,4,-27.0,93.0,0
48,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-02,2017-10-02 09:20:00,2017-10-02 10:01:00,10,9,0,4,41.0,97.0,1
49,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-02,2017-10-02 09:20:00,2017-10-02 10:01:00,10,9,0,4,41.0,97.0,1
53,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-02,2017-10-02 10:35:00,2017-10-02 10:35:00,10,10,0,4,0.0,35.0,0
54,LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-02,2017-10-02 11:00:00,2017-10-02 11:30:00,10,11,0,4,30.0,272.0,1
55,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-02,2017-10-02 11:00:00,2017-10-02 11:01:00,10,11,0,4,1.0,93.0,1
56,LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-02,2017-10-02 11:00:00,2017-10-02 11:30:00,10,11,0,4,30.0,272.0,1
57,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-02,2017-10-02 11:00:00,2017-10-02 11:01:00,10,11,0,4,1.0,93.0,1
59,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-02,2017-10-02 11:09:00,2017-10-02 10:38:00,10,11,0,4,-31.0,188.0,0
60,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-02,2017-10-02 11:09:00,2017-10-02 10:38:00,10,11,0,4,-31.0,188.0,0
61,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-02,2017-10-02 11:10:00,2017-10-02 10:45:00,10,11,0,4,-25.0,200.0,0
62,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-02,2017-10-02 11:10:00,2017-10-02 10:45:00,10,11,0,4,-25.0,200.0,0
63,CU244 CUB244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),2017-10-02,2017-10-02 11:50:00,2017-10-02 12:26:00,10,11,0,4,36.0,116.0,1
65,CU244 CUB244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),2017-10-02,2017-10-02 11:50:00,2017-10-02 12:26:00,10,11,0,4,36.0,116.0,1
66,S6303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),2017-10-02,2017-10-02 11:55:00,2017-10-02 11:55:00,10,11,0,4,0.0,70.0,0
67,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-02,2017-10-02 12:59:00,2017-10-02 12:40:00,10,12,0,4,-19.0,96.0,0
68,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-02,2017-10-02 12:59:00,2017-10-02 12:40:00,10,12,0,4,-19.0,96.0,0
69,S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-02,2017-10-02 13:30:00,2017-10-02 13:30:00,10,13,0,4,0.0,30.0,0
71,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2017-10-02,2017-10-02 14:35:00,2017-10-02 14:18:00,10,14,0,4,-17.0,155.0,0
72,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-03,2017-10-03 07:48:00,2017-10-03 07:33:00,10,7,1,4,-15.0,95.0,0
73,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-03,2017-10-03 07:48:00,2017-10-03 07:33:00,10,7,1,4,-15.0,95.0,0
74,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-03,2017-10-03 08:02:00,2017-10-03 07:49:00,10,8,1,4,-13.0,99.0,0
75,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-03,2017-10-03 08:02:00,2017-10-03 07:49:00,10,8,1,4,-13.0,99.0,0
77,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-03,2017-10-03 08:17:00,2017-10-03 08:17:00,10,8,1,4,0.0,47.0,0
78,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-03,2017-10-03 08:30:00,2017-10-03 08:30:00,10,8,1,4,0.0,30.0,0
79,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-03,2017-10-03 09:00:00,2017-10-03 09:00:00,10,9,1,4,0.0,45.0,0
80,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-03,2017-10-03 09:20:00,2017-10-03 08:53:00,10,9,1,4,-27.0,98.0,0
81,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-03,2017-10-03 09:20:00,2017-10-03 08:53:00,10,9,1,4,-27.0,98.0,0
83,S69901 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago (SCL / SCEL),2017-10-03,2017-10-03 10:30:00,2017-10-03 10:30:00,10,10,1,4,0.0,630.0,0
84,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-03,2017-10-03 10:35:00,2017-10-03 10:35:00,10,10,1,4,0.0,35.0,0
85,AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-03,2017-10-03 11:00:00,2017-10-03 10:46:00,10,11,1,4,-14.0,94.0,0
86,LW704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-03,2017-10-03 11:00:00,2017-10-03 11:00:00,10,11,1,4,0.0,300.0,0
87,AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-03,2017-10-03 11:00:00,2017-10-03 10:46:00,10,11,1,4,-14.0,94.0,0
89,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-03,2017-10-03 11:09:00,2017-10-03 11:04:00,10,11,1,4,-5.0,205.0,0
90,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-03,2017-10-03 11:09:00,2017-10-03 11:04:00,10,11,1,4,-5.0,205.0,0
91,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-03,2017-10-03 11:10:00,2017-10-03 10:50:00,10,11,1,4,-20.0,207.0,0
92,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-03,2017-10-03 11:10:00,2017-10-03 10:50:00,10,11,1,4,-20.0,207.0,0
93,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-03,2017-10-03 12:07:00,2017-10-03 11:05:00,10,12,1,4,-62.0,58.0,0
95,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-03,2017-10-03 12:07:00,2017-10-03 11:05:00,10,12,1,4,-62.0,58.0,0
96,CU242 CUB242 Cubana (CU / CUB),Camaguey (CMW / MUCM),2017-10-03,2017-10-03 12:20:00,2017-10-03 12:42:00,10,12,1,4,22.0,122.0,1
97,CU242 CUB242 Cubana (CU / CUB),Camaguey (CMW / MUCM),2017-10-03,2017-10-03 12:20:00,2017-10-03 12:42:00,10,12,1,4,22.0,122.0,1
98,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-03,2017-10-03 12:59:00,2017-10-03 12:27:00,10,12,1,4,-32.0,94.0,0
99,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-03,2017-10-03 12:59:00,2017-10-03 12:27:00,10,12,1,4,-32.0,94.0,0
101,II701 CSQ701 IBC Airways (II / CSQ),Miami (MIA / KMIA),2017-10-03,2017-10-03 13:00:00,2017-10-03 14:37:00,10,13,1,4,97.0,110.0,1
102,WM803 Winair (WM / WIA),Sint Maarten (SXM / TNCM),2017-10-03,2017-10-03 13:05:00,2017-10-03 13:05:00,10,13,1,4,0.0,100.0,0
103,JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),2017-10-03,2017-10-03 13:15:00,2017-10-03 13:15:00,10,13,1,4,0.0,85.0,0
104,S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-03,2017-10-03 13:30:00,2017-10-03 13:30:00,10,13,1,4,0.0,30.0,0
105,AC1814 ROU1814 Air Canada (AC / ACA),Montreal (YUL / CYUL),2017-10-03,2017-10-03 13:45:00,2017-10-03 13:37:00,10,13,1,4,-8.0,230.0,0
107,AC1814 ROU1814 Air Canada (AC / ACA),Montreal (YUL / CYUL),2017-10-03,2017-10-03 13:45:00,2017-10-03 13:37:00,10,13,1,4,-8.0,230.0,0
108,UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2017-10-04,2017-10-04 07:00:00,2017-10-04 08:12:00,10,7,2,4,72.0,124.0,1
109,UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),2017-10-04,2017-10-04 07:00:00,2017-10-04 08:12:00,10,7,2,4,72.0,124.0,1
110,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-04,2017-10-04 07:48:00,2017-10-04 07:35:00,10,7,2,4,-13.0,93.0,0
111,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-04,2017-10-04 07:48:00,2017-10-04 07:35:00,10,7,2,4,-13.0,93.0,0
113,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-04,2017-10-04 08:02:00,2017-10-04 07:45:00,10,8,2,4,-17.0,96.0,0
114,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-04,2017-10-04 08:02:00,2017-10-04 07:45:00,10,8,2,4,-17.0,96.0,0
115,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-04,2017-10-04 08:30:00,2017-10-04 08:30:00,10,8,2,4,0.0,30.0,0
116,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-04,2017-10-04 09:00:00,2017-10-04 09:00:00,10,9,2,4,0.0,45.0,0
117,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-04,2017-10-04 09:00:00,2017-10-04 09:00:00,10,9,2,4,0.0,45.0,0
119,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-04,2017-10-04 09:20:00,2017-10-04 10:11:00,10,9,2,4,51.0,97.0,1
120,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-04,2017-10-04 09:20:00,2017-10-04 10:11:00,10,9,2,4,51.0,97.0,1
121,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-04,2017-10-04 10:30:00,2017-10-04 10:30:00,10,10,2,4,0.0,30.0,0
122,LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-04,2017-10-04 11:00:00,2017-10-04 15:42:00,10,11,2,4,282.0,285.0,1
123,LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-04,2017-10-04 11:00:00,2017-10-04 15:42:00,10,11,2,4,282.0,285.0,1
125,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-04,2017-10-04 11:09:00,2017-10-04 10:54:00,10,11,2,4,-15.0,204.0,0
126,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-04,2017-10-04 11:09:00,2017-10-04 10:54:00,10,11,2,4,-15.0,204.0,0
127,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-04,2017-10-04 11:10:00,2017-10-04 10:41:00,10,11,2,4,-29.0,207.0,0
128,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-04,2017-10-04 11:10:00,2017-10-04 10:41:00,10,11,2,4,-29.0,207.0,0
129,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-04,2017-10-04 12:07:00,2017-10-04 10:41:00,10,12,2,4,-86.0,56.0,0
131,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-04,2017-10-04 12:07:00,2017-10-04 10:41:00,10,12,2,4,-86.0,56.0,0
132,7N743 PAWA Dominicana (7N / PWD),Santo Domingo (SDQ / MDSD),2017-10-04,2017-10-04 12:15:00,2017-10-04 12:15:00,10,12,2,4,0.0,45.0,0
133,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-04,2017-10-04 12:59:00,2017-10-04 12:49:00,10,12,2,4,-10.0,96.0,0
134,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-04,2017-10-04 12:59:00,2017-10-04 12:49:00,10,12,2,4,-10.0,96.0,0
135,9Q601 Caicos Express Airways (9Q / CXE),Providenciales (PLS / MBPV),2017-10-04,2017-10-04 13:15:00,2017-10-04 13:15:00,10,13,2,4,0.0,75.0,0
137,S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-04,2017-10-04 13:30:00,2017-10-04 13:30:00,10,13,2,4,0.0,30.0,0
138,TS664 TSC664 Air Transat (TS / TSC),Montreal (YUL / CYUL),2017-10-04,2017-10-04 14:30:00,2017-10-04 14:11:00,10,14,2,4,-19.0,232.0,0
139,TS664 TSC664 Air Transat (TS / TSC),Montreal (YUL / CYUL),2017-10-04,2017-10-04 14:30:00,2017-10-04 14:11:00,10,14,2,4,-19.0,232.0,0
140,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2017-10-04,2017-10-04 14:35:00,2017-10-04 14:29:00,10,14,2,4,-6.0,166.0,0
141,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2017-10-04,2017-10-04 14:35:00,2017-10-04 14:29:00,10,14,2,4,-6.0,166.0,0
143,M68311 Amerijet International (M6 / AJT),Pointe-a-Pitre (PTP / TFFR),2017-10-04,2017-10-04 15:40:00,2017-10-04 15:40:00,10,15,2,4,0.0,65.0,0
144,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-05,2017-10-05 07:48:00,2017-10-05 07:41:00,10,7,3,4,-7.0,91.0,0
145,B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),2017-10-05,2017-10-05 07:48:00,2017-10-05 07:41:00,10,7,3,4,-7.0,91.0,0
146,S6200 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (SDQ / MDSD),2017-10-05,2017-10-05 08:00:00,2017-10-05 08:00:00,10,8,3,4,0.0,45.0,0
147,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-05,2017-10-05 08:02:00,2017-10-05 07:53:00,10,8,3,4,-9.0,97.0,0
149,AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),2017-10-05,2017-10-05 08:02:00,2017-10-05 07:53:00,10,8,3,4,-9.0,97.0,0
150,S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-05,2017-10-05 08:30:00,2017-10-05 08:30:00,10,8,3,4,0.0,30.0,0
151,S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-05,2017-10-05 09:00:00,2017-10-05 09:00:00,10,9,3,4,0.0,45.0,0
152,S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),2017-10-05,2017-10-05 09:00:00,2017-10-05 09:00:00,10,9,3,4,0.0,45.0,0
153,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-05,2017-10-05 09:11:00,2017-10-05 09:06:00,10,9,3,4,-5.0,100.0,0
155,NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),2017-10-05,2017-10-05 09:11:00,2017-10-05 09:06:00,10,9,3,4,-5.0,100.0,0
156,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-05,2017-10-05 09:20:00,2017-10-05 08:54:00,10,9,3,4,-26.0,96.0,0
157,AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-05,2017-10-05 09:20:00,2017-10-05 08:54:00,10,9,3,4,-26.0,96.0,0
158,S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-05,2017-10-05 10:30:00,2017-10-05 10:30:00,10,10,3,4,0.0,30.0,0
159,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-05,2017-10-05 11:00:00,2017-10-05 10:52:00,10,11,3,4,-8.0,94.0,0
161,AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),2017-10-05,2017-10-05 11:00:00,2017-10-05 10:52:00,10,11,3,4,-8.0,94.0,0
162,LW704 Lumiwings (LW / LWI),Lima (LIM / SPJC),2017-10-05,2017-10-05 11:00:00,2017-10-05 11:00:00,10,11,3,4,0.0,300.0,0
163,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-05,2017-10-05 11:09:00,2017-10-05 10:59:00,10,11,3,4,-10.0,200.0,0
164,B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),2017-10-05,2017-10-05 11:09:00,2017-10-05 10:59:00,10,11,3,4,-10.0,200.0,0
165,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-05,2017-10-05 11:20:00,2017-10-05 11:11:00,10,11,3,4,-9.0,221.0,0
167,AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),2017-10-05,2017-10-05 11:20:00,2017-10-05 11:11:00,10,11,3,4,-9.0,221.0,0
168,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-05,2017-10-05 12:07:00,2017-10-05 10:41:00,10,12,3,4,-86.0,54.0,0
169,CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),2017-10-05,2017-10-05 12:07:00,2017-10-05 10:41:00,10,12,3,4,-86.0,54.0,0
170,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-05,2017-10-05 12:56:00,2017-10-05 13:53:00,10,12,3,4,57.0,95.0,1
171,AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),2017-10-05,2017-10-05 12:56:00,2017-10-05 13:53:00,10,12,3,4,57.0,95.0,1
173,S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),2017-10-05,2017-10-05 13:30:00,2017-10-05 13:30:00,10,13,3,4,0.0,30.0,0
174,S6305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),2017-10-05,2017-10-05 14:00:00,2017-10-05 14:00:00,10,14,3,4,0.0,120.0,0
175,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2017-10-05,2017-10-05 14:35:00,2017-10-05 14:25:00,10,14,3,4,-10.0,165.0,0
176,DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),2017-10-05,2017-10-05 14:35:00,2017-10-05 14:25:00,10,14,3,4,-10.0,165.0,0
177,CU240 Cubana (CU / CUB),Havana (HAV / MUHA),2017-10-05,2017-10-05 15:10:00,2017-10-05 15:10:00,10,15,3,4,0.0,180.0,0
