Date / Statut,Vol,De,Arrivée Planifiée,Départ,Arrivé,Durée,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"jeu, 18. janv 2018 18:01 EST A Atterri",LW706 JMR706 Lumiwings (LW / LWI),Lima (LIM / SPJC),18:01 EST,13:03 UTC-05 à temps,18:01 EST à temps,4h 58m,,,,,
"ven, 19. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:00 EST à temps,07:42 EST 18 min tôt,1h 42m,,,,,
"ven, 19. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,06:48 EST 8 min retard,08:25 EST 4 min tôt,1h 36m,,,,,
"ven, 19. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,08:07 EST 1 h 7 min retard,09:37 EST 39 min retard,1h 30m,,,,,
"ven, 19. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:15 EST 5 min retard,08:53 EST 20 min tôt,1h 38m,,,,,
,,,,,,,,,,,
"ven, 19. janv 2018 10:15 EST A Atterri",AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,08:26 EST 6 min retard,10:01 EST 13 min tôt,1h 34m,,,,,
"ven, 19. janv 2018 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,06:46 UTC-05 1 h 46 min retard,11:38 EST 38 min retard,4h 51m,,,,,
"ven, 19. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:47 EST 27 min retard,11:12 EST 2 min tôt,3h 24m,,,,,
"ven, 19. janv 2018 11:24 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,07:43 EST 28 min retard,11:31 EST 7 min retard,3h 47m,,,,,
"ven, 19. janv 2018 12:10 EST A Atterri",S6305 KSZ305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),12:10 EST,10:20 CST planifié,13:12 EST 1 h 2 min retard,2h 52m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"ven, 19. janv 2018 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:17 EST 22 min retard,13:04 EST 1 min tôt,1h 47m,,,,,
"ven, 19. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:00 EST à temps,07:42 EST 18 min tôt,1h 42m,,,,,
"ven, 19. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,06:48 EST 8 min retard,08:25 EST 4 min tôt,1h 36m,,,,,
"ven, 19. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,08:07 EST 1 h 7 min retard,09:37 EST 39 min retard,1h 30m,,,,,
"ven, 19. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:15 EST 5 min retard,08:53 EST 20 min tôt,1h 38m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"ven, 19. janv 2018 10:15 EST A Atterri",AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,08:26 EST 6 min retard,10:01 EST 13 min tôt,1h 34m,,,,,
"ven, 19. janv 2018 11:00 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EST,06:46 UTC-05 1 h 46 min retard,11:38 EST 38 min retard,4h 51m,,,,,
"ven, 19. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:47 EST 27 min retard,11:12 EST 2 min tôt,3h 24m,,,,,
"ven, 19. janv 2018 11:24 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,07:43 EST 28 min retard,11:31 EST 7 min retard,3h 47m,,,,,
"ven, 19. janv 2018 12:10 EST A Atterri",S6305 KSZ305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),12:10 EST,10:20 CST planifié,13:12 EST 1 h 2 min retard,2h 52m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"ven, 19. janv 2018 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:17 EST 22 min retard,13:04 EST  1 min tôt,1h 47m,,,,,
"ven, 19. janv 2018 14:14 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),14:14 EST,12:22 EST 13 min retard,14:13 EST à temps,1h 50m,,,,,
"ven, 19. janv 2018 15:01 EST A Atterri",II701 CSQ701 IBC Airways (II / CSQ),Miami (MIA / KMIA),15:01 EST,12:21 EST 2 h 21 min retard,14:52 EST 8 min tôt,2h 30m,,,,,
"ven, 19. janv 2018 15:05 EST A Atterri",DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),15:05 EST,12:27 EST 28 min retard,15:08 EST 3 min retard,2h 40m,,,,,
"ven, 19. janv 2018 15:10 EST A Atterri",CU244 CUB244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),15:10 EST,14:00 CST à temps,15:50 EST 40 min retard,1h 50m,,,,,
,,,,,,,,,,,
"ven, 19. janv 2018 15:20 EST A Atterri",II703 CSQ703 IBC Airways (II / CSQ),Providenciales (PLS / MBPV),15:20 EST,12:00 AST planifié,17:18 EST 1 h 58 min retard,6h 18m,,,,,
"ven, 19. janv 2018 15:34 EST A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:34 EST,13:48 EST 9 min retard,15:26 EST 7 min tôt,1h 38m,,,,,
"ven, 19. janv 2018 16:29 EST A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:29 EST,14:44 EST 14 min retard,16:25 EST 3 min tôt,1h 40m,,,,,
"ven, 19. janv 2018 17:00 EST A Atterri",S6303 KSZ303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),17:00 EST,15:35 CST planifié,18:51 EST 1 h 51 min retard,3h 16m,,,,,
"ven, 19. janv 2018 17:35 EST A Atterri",AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),17:35 EST,16:41 AST 6 min retard,17:32 EST 2 min tôt,1h 50m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"ven, 19. janv 2018 17:42 EST A Atterri",LW706 JMR706 Lumiwings (LW / LWI),Lima (LIM / SPJC),17:42 EST,12:48 UTC-05 à temps,17:42 EST à temps,4h 53m,,,,,
"ven, 19. janv 2018 19:08 EST A Atterri",OM9001 MGL9001 MIAT - Mongolian Airlines (OM / MGL),Santiago (SCL / SCEL),19:08 EST,13:08 UTC-03 à temps,19:08 EST à temps,7h 59m,,,,,
"sam, 20. janv 2018 08:00 EST A Atterri",UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),08:00 EST,06:12 EST 12 min retard,08:05 EST 5 min retard,1h 52m,,,,,
"sam, 20. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:13 EST 13 min retard,07:46 EST 14 min tôt,1h 33m,,,,,
"sam, 20. janv 2018 08:08 EST A Atterri",UP194 BHS194 Bahamasair (UP / BHS),Nassau (NAS / MYNN),08:08 EST,06:09 EST à temps,08:08 EST à temps,1h 58m,,,,,
,,,,,,,,,,,
"sam, 20. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,06:49 EST 9 min retard,08:23 EST 6 min tôt,1h 33m,,,,,
"sam, 20. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,07:33 EST 33 min retard,09:08 EST 10 min retard,1h 35m,,,,,
"sam, 20. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:21 EST 11 min retard,08:52 EST 22 min tôt,1h 30m,,,,,
"sam, 20. janv 2018 10:15 EST A Atterri",AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,08:26 EST 6 min retard,09:57 EST 17 min tôt,1h 30m,,,,,
"sam, 20. janv 2018 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,08:54 EST 12 min retard,10:46 EST 20 min tôt,1h 51m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"sam, 20. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:40 EST 20 min retard,11:07 EST 6 min tôt,3h 27m,,,,,
"sam, 20. janv 2018 08:00 EST A Atterri",UP193 BHS193 Bahamasair (UP / BHS),Nassau (NAS / MYNN),08:00 EST,06:12 EST 12 min retard,08:05 EST 5 min retard,1h 52m,,,,,
"sam, 20. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:13 EST 13 min retard,07:46 EST 14 min tôt,1h 33m,,,,,
"sam, 20. janv 2018 08:08 EST A Atterri",UP194 BHS194 Bahamasair (UP / BHS),Nassau (NAS / MYNN),08:08 EST,06:09 EST à temps,08:08 EST à temps,1h 58m,,,,,
"sam, 20. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,06:49 EST 9 min retard,08:23 EST 6 min tôt,1h 33m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"sam, 20. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,07:33 EST 33 min retard,09:08 EST 10 min retard,1h 35m,,,,,
"sam, 20. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:21 EST 11 min retard,08:52 EST 22 min tôt,1h 30m,,,,,
"sam, 20. janv 2018 10:15 EST A Atterri",AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),10:15 EST,08:26 EST 6 min retard,09:57 EST 17 min tôt,1h 30m,,,,,
"sam, 20. janv 2018 11:07 EST A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),11:07 EST,08:54 EST 12 min retard,10:46 EST 20 min tôt,1h 51m,,,,,
"sam, 20. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:40 EST 20 min retard,11:07 EST 6 min tôt,3h 27m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"sam, 20. janv 2018 11:24 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,07:38 EST 23 min retard,11:25 EST 1 min retard,3h 47m,,,,,
"sam, 20. janv 2018 12:15 EST Détourné",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),12:15 EST,,,4h 33m,,,,,
"sam, 20. janv 2018 12:30 EST A Atterri",WM809 WM809 Winair (WM / WIA),Sint Maarten (SXM / TNCM),12:30 EST,12:04 AST 4 min retard,12:34 EST 4 min retard,1h 30m,,,,,
"sam, 20. janv 2018 12:54 EST A Atterri",B61147 JBU1147 JetBlue Airways (B6 / JBU),Boston (BOS / KBOS),12:54 EST,08:49 EST 17 min retard,12:45 EST 9 min tôt,3h 55m,,,,,
"sam, 20. janv 2018 13:04 EST A Atterri",GB1003 ABX1003 ABX Air (GB / ABX),Miami (MIA / KMIA),13:04 EST,11:34 EST 34 min retard,13:06 EST 2 min retard,1h 31m,,,,,
,,,,,,,,,,,
"sam, 20. janv 2018 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:09 EST 14 min retard,12:57 EST 8 min tôt,1h 47m,,,,,
"sam, 20. janv 2018 14:14 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),14:14 EST,12:21 EST 12 min retard,14:18 EST 4 min retard,1h 56m,,,,,
"sam, 20. janv 2018 15:05 EST A Atterri",DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),15:05 EST,12:06 EST 7 min retard,14:41 EST 24 min tôt,2h 34m,,,,,
"sam, 20. janv 2018 15:34 EST A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:34 EST,13:50 EST 11 min retard,15:29 EST 5 min tôt,1h 38m,,,,,
"sam, 20. janv 2018 16:29 EST A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:29 EST,14:38 EST 8 min retard,16:15 EST 14 min tôt,1h 36m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"sam, 20. janv 2018 17:51 EST A Atterri",OM9001 MGL9001 MIAT - Mongolian Airlines (OM / MGL),Santiago (SCL / SCEL),17:51 EST,12:03 UTC-03 à temps,17:51 EST à temps,7h 48m,,,,,
"dim, 21. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:08 EST 8 min retard,07:44 EST 16 min tôt,1h 35m,,,,,
"dim, 21. janv 2018 08:10 EST A Atterri",S61101 KSZ1101 Flag of Haiti Sunrise Airways (S6 / KSZ),Orlando (MCO / KMCO),08:10 EST,06:29 EST 34 min retard,08:30 EST 20 min retard,2h,,,,,
"dim, 21. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,07:20 EST 40 min retard,08:55 EST 25 min retard,1h 34m,,,,,
"dim, 21. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,06:59 EST à temps,08:45 EST 12 min tôt,1h 45m,,,,,
,,,,,,,,,,,
"dim, 21. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:21 EST 11 min retard,08:59 EST 14 min tôt,1h 38m,,,,,
"dim, 21. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:33 EST 13 min retard,10:53 EST 21 min tôt,3h 19m,,,,,
"dim, 21. janv 2018 11:24 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,07:23 EST 8 min retard,11:00 EST 23 min tôt,3h 36m,,,,,
"dim, 21. janv 2018 12:50 EST A Atterri",S6405 KSZ405 Flag of Haiti Sunrise Airways (S6 / KSZ),Willemstad (CUR / TNCC),12:50 EST,12:57 AST 27 min retard,13:12 EST 22 min retard,1h 14m,,,,,
"dim, 21. janv 2018 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:14 EST 19 min retard,12:44 EST 22 min tôt,1h 29m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 21. janv 2018 13:55 EST A Atterri",TX556 FWI556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),13:55 EST,11:59 CET 1 h 59 min retard,15:42 EST 1 h 47 min retard,9h 42m,,,,,
"dim, 21. janv 2018 08:01 EST A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:01 EST,06:08 EST 8 min retard,07:44 EST 16 min tôt,1h 35m,,,,,
"dim, 21. janv 2018 08:10 EST A Atterri",S61101 KSZ1101 Flag of Haiti Sunrise Airways (S6 / KSZ),Orlando (MCO / KMCO),08:10 EST,06:29 EST 34 min retard,08:30 EST 20 min retard,2h,,,,,
"dim, 21. janv 2018 08:30 EST A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),08:30 EST,07:20 EST 40 min retard,08:55 EST 25 min retard,1h 34m,,,,,
"dim, 21. janv 2018 08:58 EST A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),08:58 EST,06:59 EST à temps,08:45 EST 12 min tôt,1h 45m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 21. janv 2018 09:14 EST A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:14 EST,07:21 EST 11 min retard,08:59 EST 14 min tôt,1h 38m,,,,,
"dim, 21. janv 2018 11:14 EST A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:14 EST,07:33 EST 13 min retard,10:53 EST 21 min tôt,3h 19m,,,,,
"dim, 21. janv 2018 11:24 EST A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:24 EST,07:23 EST 8 min retard,11:00 EST 23 min tôt,3h 36m,,,,,
"dim, 21. janv 2018 12:50 EST A Atterri",S6405 KSZ405 Flag of Haiti Sunrise Airways (S6 / KSZ),Willemstad (CUR / TNCC),12:50 EST,12:57 AST 27 min retard,13:12 EST 22 min retard,1h 14m,,,,,
"dim, 21. janv 2018 13:06 EST A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),13:06 EST,11:14 EST 19 min retard,12:44 EST 22 min tôt,1h 29m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 21. janv 2018 13:55 EST A Atterri",TX556 FWI556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),13:55 EST,11:59 CET 1 h 59 min retard,15:42 EST 1 h 47 min retard,9h 42m,,,,,
"dim, 21. janv 2018 14:14 EST A Atterri",B6963 JBU963 JetBlue Airways (B6 / JBU),Orlando (MCO / KMCO),14:14 EST,14:41 EST 2 h 32 min retard,16:50 EST 2 h 36 min retard,2h 8m,,,,,
"dim, 21. janv 2018 14:30 EST A Atterri",TS662 TSC662 Air Transat (TS / TSC),Montreal (YUL / CYUL),14:30 EST,10:03 EST 3 min retard,13:55 EST 34 min tôt,3h 51m,,,,,
"dim, 21. janv 2018 14:55 EST A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),14:55 EST,10:16 UTC-05 à temps,14:55 EST à temps,4h 38m,,,,,
